teaching_frame,source_frame,time_s,n_detected,polarisation,rotation,published_state_rule
132,3361,22.0,252,0.23716218698222324,0.7007052064738036,milling
133,3366,22.166666666666668,259,0.19786862854030837,0.7024410695934292,milling
134,3371,22.333333333333332,263,0.23501683935032502,0.7316485965252392,milling
135,3376,22.5,267,0.1820849312060769,0.7427143953124093,milling
136,3381,22.666666666666668,266,0.1883158072186695,0.7169225615514394,milling
137,3386,22.833333333333332,262,0.1824876126052218,0.7483634721400314,milling
138,3391,23.0,259,0.15340387766340333,0.7239363486548992,milling
139,3396,23.166666666666668,258,0.14981149661233123,0.7009153869317853,milling
140,3401,23.333333333333332,258,0.1647316078458005,0.7673418051671377,milling
141,3406,23.5,257,0.15124512188029945,0.761890028666849,milling
142,3411,23.666666666666668,258,0.13305545248022901,0.7238005367498067,milling
143,3416,23.833333333333332,259,0.1250171265519909,0.7902255676297383,milling
144,3421,24.0,260,0.12081031359548533,0.7569203932281608,milling
145,3426,24.166666666666668,259,0.10777802164993046,0.7430275458814344,milling
146,3431,24.333333333333332,252,0.09315081980658839,0.7748038017931521,milling
147,3436,24.5,261,0.10671052600476719,0.8060240883543632,milling
148,3441,24.666666666666668,257,0.0840460841385112,0.7392817482045602,milling
149,3446,24.833333333333332,257,0.0674755635112925,0.7722688869664107,milling
150,3451,25.0,257,0.06246958476569384,0.7875554997712484,milling
151,3456,25.166666666666668,250,0.04496479785578759,0.7666928322669838,milling
152,3461,25.333333333333332,249,0.06320684125486378,0.7604521580104536,milling
153,3466,25.5,259,0.05602087319390831,0.7490855568154967,milling
154,3471,25.666666666666668,266,0.1020808868957296,0.7930135844815651,milling
155,3476,25.833333333333332,273,0.06893242528399186,0.794267180971323,milling
156,3481,26.0,270,0.06992799819070648,0.7629216506456612,milling
157,3486,26.166666666666668,273,0.03727409262663503,0.7416443023501226,milling
158,3491,26.333333333333332,269,0.05317843292744555,0.8127363401285245,milling
159,3496,26.5,269,0.06014757878404723,0.7686076141648168,milling
